26,0
43,0
92,0
130,0
255,0
440,0
533,0
594,0
783,0
800,0
828,0
849,0
869,0
927,0
932,0
1055,0
1132,0
1164,0
1300,0
1397,0
1459,0
1574,0
1609,0
1790,0
2024,0
2228,0
2258,0
2333,0
2374,0
2531,0
2539,0
2618,0
2669,0
2960,0
3034,0
3419,0
3431,0
3458,0
3636,0
3690,0
3723,0
3807,0
3876,0
3918,0
4008,0
4148,1
4447,0
4524,0
4674,0
4697,0
4964,0
5097,0
5183,0
5324,0
5394,0
5437,0
5519,0
5689,0
5735,0
5773,0
5797,0
5919,0
5932,0
5958,0
5970,0
6017,0
6184,0
6360,0
6703,0
6737,0
6914,0
6976,0
6981,0
7028,0
7072,0
7115,0
7209,0
7217,0
7287,0
7431,0
7549,0
7676,0
7689,0
7783,0
7827,0
7881,0
7947,0
7950,0
8074,0
8135,0
8149,0
8272,0
8336,0
8492,0
8546,0
8700,0
8709,0
8782,0
8800,0
8819,0
8941,0
9001,0
9172,0
9435,0
9473,0
9536,0
9723,0
9805,0
9808,0
9857,0
9863,0
9866,0
9923,0
9945,0
9975,0
9979,0
10004,0
10379,0
10678,0
10742,0
11084,0
11127,0
11139,0
11140,0
11240,0
11253,0
11255,0
11258,0
11320,0
11342,0
11379,0
11569,0
11694,0
11823,0
11892,0
11971,0
12039,0
12064,0
12112,0
12308,0
12522,0
12589,0
12602,0
12670,0
12674,0
12765,0
12816,0
12827,0
12885,0
13190,0
13191,0
13230,0
13445,0
13530,0
13539,0
13542,0
13555,0
13942,0
13943,0
13957,0
14062,0
14086,0
14388,0
14450,0
14517,0
14604,0
14651,0
14717,0
14751,0
14777,0
14968,0
15052,0
15108,0
15113,0
15354,0
15499,0
15601,0
15602,0
15753,0
15772,0
15874,0
15950,0
15969,0
16039,0
16080,0
16104,0
16295,0
16489,0
16578,0
16604,0
16631,0
16662,0
16745,0
16797,0
16854,0
16926,0
17138,0
17385,0
17402,0
17457,0
17459,0
17664,0
17727,0
18003,0
18058,0
18311,0
18376,0
18437,0
18716,0
18749,0
18750,0
18758,0
18796,0
18863,0
18958,0
18961,0
18976,0
19030,0
19137,0
19295,0
19327,0
19367,0
19405,0
19511,0
19717,0
19732,0
19746,0
19812,0
19825,0
19917,0
20002,0
20671,0
20741,0
20779,0
20848,0
20850,0
20854,0
20859,0
21309,0
21459,0
21460,0
21469,0
21626,0
21712,0
21716,0
21897,0
22092,0
22155,0
22363,0
22368,0
22606,0
22834,0
22846,0
22902,0
22915,0
22920,0
23093,0
23146,0
23258,0
23343,0
23454,0
23475,0
23574,0
23679,0
23693,0
23732,0
23754,0
24094,0
24142,0
24384,0
24402,0
24465,0
24704,0
24717,0
24748,0
24761,0
24795,0
24883,0
24893,0
25079,0
25138,0
25211,0
25240,0
25252,0
25306,0
25315,0
25443,0
25971,0
26052,0
26114,0
26130,0
26151,0
26172,0
26182,0
26496,0
26573,0
26708,0
26753,0
26848,0
26926,0
26991,0
27119,0
27163,0
27171,0
27191,0
27201,0
27223,0
27333,0
27335,0
27587,0
27647,0
27689,0
27820,0
28228,0
28317,0
28503,0
28531,0
28581,0
28749,0
28795,0
28911,0
28971,0
29201,0
29233,0
29370,0
29491,0
29557,0
29589,0
29610,0
29623,0
29744,0
29808,0
29815,0
30031,0
30148,0
30175,0
30244,0
30254,0
30335,0
30545,0
30630,0
30769,0
30790,0
30873,0
30885,0
30943,0
31002,0
31022,0
31023,0
31028,0
31102,0
31150,0
31165,0
31330,0
31485,0
31622,0
31639,0
31847,0
32101,0
32103,0
32139,0
32149,0
32171,0
32218,0
32261,0
32347,0
32374,0
32519,1
32526,0
32584,0
32651,0
32807,0
32918,0
32920,0
32954,0
32995,0
33024,0
33037,0
33128,0
33235,0
33352,0
33363,0
33390,0
33459,0
33475,0
33511,0
33612,0
33722,0
33772,0
33776,0
33887,0
34028,0
34090,0
34151,0
34269,0
34363,0
34366,0
34398,0
34529,0
34651,0
34736,0
34744,0
34853,0
34873,0
34902,0
35107,0
35154,0
35163,0
35188,0
35219,0
35297,0
35343,0
35362,0
35449,0
35466,0
35491,0
35682,0
35852,0
35864,0
36040,0
36247,0
36248,0
