69871,1
68413,0
50943,0
71128,0
53988,0
68033,0
53978,0
7028,0
71900,0
54228,0
54012,0
69637,0
8336,0
71733,0
72140,0
68345,1
69805,0
54671,0
39174,0
72003,1
69014,0
69570,0
53494,0
53802,1
53669,0
70230,0
69552,0
68244,0
54638,0
43091,0
70645,0
54628,0
70531,0
69173,0
69948,0
72147,0
68081,1
70239,0
50904,0
71045,0
53258,0
54047,0
31639,0
53491,0
69212,0
68503,1
69711,0
61632,0
70987,0
70256,0
70428,0
71696,0
54562,0
69352,0
29815,0
69200,0
69171,0
70366,0
53650,0
70607,0
68479,1
53406,0
72008,0
70440,0
71317,0
68714,1
70003,0
70630,0
38006,0
68347,0
72211,0
38467,0
72101,0
71988,0
69546,0
932,0
68992,0
52122,0
22155,0
69943,0
32139,0
71856,0
72297,0
70252,0
71220,0
53923,0
71971,0
68640,1
70353,0
54005,0
72172,0
69358,1
39165,0
50790,0
69821,0
70537,0
69965,0
68679,1
68290,0
53831,0
70478,0
39206,0
69505,1
2228,0
67940,0
53589,0
53402,1
71329,0
70259,0
54041,0
71875,0
71613,0
37306,0
68596,0
69855,0
69335,0
71954,1
54313,0
71711,0
71388,0
71638,0
69474,1
53378,0
69807,0
54198,0
68172,0
70861,0
13555,0
70711,0
71413,0
42960,1
43889,0
69818,0
71262,0
53308,0
70029,0
70893,0
71257,0
71321,0
29744,0
69142,0
71347,0
68264,1
43271,0
54447,0
68478,1
70254,0
71725,0
67909,0
54387,0
69525,0
48011,0
39225,0
70803,1
2669,0
69515,1
72139,0
53482,1
47296,0
54113,0
68597,0
72052,0
71316,1
48907,0
70004,0
68791,1
19917,0
50690,0
68399,1
63946,0
69152,0
35188,0
14968,0
39590,0
69150,0
70096,0
71170,0
42835,0
70733,0
68278,0
71486,0
53489,0
68057,0
68544,0
54446,1
70562,0
54196,1
68571,0
40754,0
70837,0
71462,0
70655,0
54223,0
54079,0
54111,0
72228,0
70960,0
69163,0
59500,0
68585,1
69102,0
71740,0
53507,0
70165,0
29491,0
53277,0
69531,0
70045,0
69424,1
54184,0
71050,0
53549,0
43176,0
54069,0
70878,0
54036,0
53538,0
29610,0
44074,0
51427,0
54219,1
53420,0
71370,0
71841,0
72114,0
54110,0
67975,0
70884,0
70718,1
70076,0
68187,0
68159,0
68192,0
53210,0
72234,0
71950,0
69507,0
54108,0
71327,0
49749,0
69355,0
52876,0
68256,0
69093,0
72118,0
54139,0
69592,0
70167,0
71902,0
69005,0
69881,0
57715,0
15354,0
54421,0
71135,1
70898,0
71822,0
19030,0
71555,0
70683,0
53973,0
45549,0
69123,0
69419,0
68338,1
53385,0
71127,0
49891,0
59372,0
42750,0
70641,0
72247,0
70667,0
41193,0
70610,0
71548,0
53517,0
51268,0
69813,1
54689,0
71776,0
49881,0
70018,0
68128,1
18716,0
26182,0
53415,0
68301,0
54464,0
53658,0
52978,0
68454,0
71197,1
70859,0
31330,0
69774,0
54255,0
69678,0
54045,0
68870,0
69232,0
69686,0
53599,0
23343,0
54315,1
71111,0
71979,1
57978,1
68851,1
5183,0
68274,1
68582,0
68267,0
69665,0
69258,0
69259,0
68915,0
54681,0
54027,0
54072,0
53236,0
53364,0
54007,1
39706,0
53266,0
72152,0
54406,1
2539,0
46781,0
68651,1
68114,0
72222,0
53943,0
70941,0
68776,0
37480,0
68729,0
51663,0
71234,0
54191,0
71144,0
71649,0
70103,0
54193,1
68421,0
54426,0
53621,0
51567,1
70844,0
70311,0
70244,0
39207,0
69947,0
16039,0
54392,0
54054,0
70309,0
28971,0
58874,0
72283,0
71020,0
68563,0
63671,0
72210,0
68138,1
54135,0
71550,0
53468,0
68074,0
68659,1
4008,0
70426,0
71466,0
67964,1
70112,0
53855,0
57584,0
69851,0
35449,0
68210,1
53909,0
69119,0
49494,0
53704,0
54147,0
69176,0
69348,0
54369,0
71182,0
23093,0
60025,0
54607,0
53474,0
69658,0
44073,0
69463,0
68131,1
54640,0
67264,0
70346,0
71997,0
53751,0
53348,0
67970,0
68711,1
54636,0
53808,0
70658,0
9923,0
69819,0
23679,0
53883,0
70031,0
53528,0
68528,0
5519,0
53736,0
45809,0
71203,0
68038,1
69802,0
68954,0
70115,0
59567,0
70238,0
28795,0
68420,0
54192,0
45176,0
69473,0
69936,0
39139,0
70374,0
69359,0
25443,0
72214,0
71016,0
68622,0
54665,0
54659,0
70874,0
54205,0
54459,0
68719,1
47120,0
71207,0
30244,0
68572,1
71503,1
69019,0
71497,0
53312,1
68427,0
54573,1
69752,0
71588,0
65820,0
71115,0
7676,0
70450,0
54382,1
54044,0
39185,0
71414,0
68882,0
68872,1
68504,1
